year,dest_province,inflow,outflow,net_migration,dest_population,partners,inflow_per_1000,outflow_per_1000,net_per_1000,outflow_yoy_pct,inflow_yoy_pct,net_yoy_change,outflow_per_1000_yoy_pct,net_per_1000_change
2017,BİTLİS,12989,19097,-6108,341474,80,38.03803510662598,55.92519489038697,-17.88715978376099,5.660064180590907,3.3251133561371438,-605.0,5.583017740800567,-1.7599709787203253
2018,BİTLİS,17602,17398,204,349396,80,50.37836723946468,49.79450251290799,0.5838647265566863,-8.896685343247634,35.51466625606283,6312.0,-10.962308472049308,18.471024510317676
2019,BİTLİS,12385,19050,-6665,348115,80,35.57732358559671,54.72329546270629,-19.145971877109577,9.495344292447406,-29.63867742302011,-6869.0,9.898267280651375,-19.729836603666264
2020,BİTLİS,12050,14223,-2173,350994,80,34.33107118640204,40.52206020615737,-6.190989019755324,-25.338582677165356,-2.7048849414614495,4492.0,-25.950986936134,12.954982857354253
2021,BİTLİS,14158,18814,-4656,352277,80,40.189964147531626,53.406836097729915,-13.21687195019828,32.278703508401875,17.493775933609967,-2483.0,31.796941779417942,-7.025882930442957
2022,BİTLİS,15111,19885,-4774,353988,80,42.68788772500763,56.17422059504842,-13.486332870040792,5.692569363240141,6.731176719875687,-118.0,5.181704627202466,-0.26946091984251197
2023,BİTLİS,19286,19795,-509,359747,80,53.609898067252814,55.02478130463909,-1.4148832373862743,-0.4526024641689719,27.628879624114887,4265.0,-2.0462042521167567,12.071449632654518
2024,BİTLİS,13700,18195,-4495,359808,80,38.07586268231946,50.56863660618997,-12.492773923870509,-8.082849204344534,-28.964015347920768,-3986.0,-8.09843236591552,-11.077890686484235
2008,DENİZLİ,22721,22120,601,917836,80,24.754967118308716,24.100166042735303,0.6548010755734139,,,,,
2009,DENİZLİ,20119,21706,-1587,926362,80,21.718291553410005,23.43144472679147,-1.7131531733814642,-1.8716094032549702,-11.451960741164557,-2188.0,-2.7747581272180133,-2.367954248954878
2010,DENİZLİ,21863,23468,-1605,931823,80,23.4626103884536,25.185040506619817,-1.7224301181662183,8.117571178476002,8.668422883841153,-18.0,7.483942199361238,-0.009276944784754049
2011,DENİZLİ,23454,23853,-399,942278,80,24.890743496080773,25.314185410250477,-0.4234419141697036,1.6405317879665926,7.2771348854228535,1206.0,0.5127841807390121,1.2989882039965146
2012,DENİZLİ,24446,21992,2454,950557,80,25.71755297157351,23.135908735615015,2.581644235958496,-7.801953632666747,4.229555726102152,2853.0,-8.604964526148306,3.0050861501281996
2013,DENİZLİ,27088,24039,3049,963464,80,28.115217589863242,24.950594936603757,3.1646226532594888,9.307930156420507,10.807494068559276,595.0,7.8435916294709696,0.5829784173009926
2014,DENİZLİ,28279,24771,3508,978700,80,28.89445182384796,25.310105241647083,3.5843465822008787,3.045051790839892,4.396780862374494,459.0,1.440888708092114,0.4197239289413899
2015,DENİZLİ,30185,24961,5224,993442,80,30.384259976928696,25.125774831343954,5.2584851455847454,0.7670259577732041,6.7399837335125,1716.0,-0.7282878065628107,1.6741385633838668
2016,DENİZLİ,28170,24794,3376,1005687,80,28.01070313129234,24.653793874237213,3.3569092570551278,-0.6690437081847689,-6.675501076693724,-1848.0,-1.878473242218004,-1.9015758885296177
2017,DENİZLİ,28855,25466,3389,1018735,80,28.324343425915476,24.997668677330218,3.3266747485852552,2.710333145115751,2.431664891728791,13.0,1.3948149515939035,-0.030234508469872523
2018,DENİZLİ,28047,28906,-859,1027782,80,27.288860867382382,28.124641217690133,-0.8357803503077501,13.508207021126207,-2.80020793623289,-4248.0,12.509056667335106,-4.162455098893005
2019,DENİZLİ,26235,27146,-911,1037208,80,25.293865839831547,26.172185328304447,-0.8783194884729003,-6.088701307686984,-6.460584019681248,-52.0,-6.94215394348785,-0.0425391381651502
2020,DENİZLİ,22534,21370,1164,1040915,80,21.648261385415715,20.530014458433204,1.1182469269825106,-21.277536285272237,-14.107108824089954,2075.0,-21.557889794435326,1.996566415455411
2021,DENİZLİ,30589,27480,3109,1051056,80,29.103111537349104,26.145134036626022,2.9579775007230826,28.591483387927006,35.745983846631745,1945.0,27.350782385281125,1.839730573740572
2022,DENİZLİ,29528,26478,3050,1056332,80,27.95333285368615,25.0659830432099,2.887349810476252,-3.646288209606985,-3.468567131975542,-59.0,-4.127540489577786,-0.0706276902468308
2023,DENİZLİ,32655,29994,2661,1059082,80,30.833306580604713,28.32075325612181,2.5125533244829015,13.27894856106957,10.589948523435378,-389.0,12.984809761106074,-0.37479648599335036
2024,DENİZLİ,25866,24816,1050,1061371,80,24.370366252705228,23.381079754393138,0.9892864983120889,-17.263452690538106,-20.79007808911346,-1611.0,-17.441886015729168,-1.5232668261708127
2008,DÜZCE,10723,8913,1810,328611,80,32.63128744929415,27.12325515579211,5.508032293502043,,,,,
2009,DÜZCE,11752,9046,2706,335156,80,35.064268579407795,26.990416403107808,8.073852176299992,1.4922024009873303,9.596195094656345,896.0,-0.48975962479906876,2.565819882797949
2010,DÜZCE,11820,10893,927,338188,80,34.9509740144535,32.20989508793926,2.7410789265142466,20.417864249392004,0.5786249149080991,-1779.0,19.338266616110644,-5.332773249785745
2011,DÜZCE,11253,10679,574,342146,80,32.88946823870511,31.211821853828482,1.6776463848766314,-1.9645643991554218,-4.796954314720814,-353.0,-3.0986540980212585,-1.0634325416376151
2012,DÜZCE,10432,10579,-147,346493,80,30.107390336889924,30.531641331859518,-0.42425099496959534,-0.9364172675344173,-7.295832222518439,-721.0,-2.1792400493453767,-2.1018973798462266
2013,DÜZCE,12367,11306,1061,351509,80,35.182598454093636,32.16418356286752,3.0184148912261137,6.872105113904903,18.54869631901841,1208.0,5.347050337920933,3.442665886195709
2014,DÜZCE,11980,12249,-269,355549,80,33.69437123996974,34.45094768934803,-0.7565764493782855,8.340704050946401,-3.129295706315194,-1330.0,7.109660103794768,-3.7749913406043993
2015,DÜZCE,13434,12088,1346,360388,80,37.2764908931485,33.5416273571817,3.7348635359667917,-1.3143930116744196,12.136894824707856,1615.0,-2.6394639136370635,4.491439985345077
2016,DÜZCE,15958,11119,4839,370371,80,43.086526752904525,30.02124896387676,13.065277789027759,-8.016214427531432,18.788149471490257,3493.0,-10.495550367359208,9.330414253060967
2017,DÜZCE,15023,11387,3636,377610,80,39.78443367495564,30.155451391647468,9.628982283308176,2.41028869502653,-5.859130216819153,-1203.0,0.4470247987756526,-3.436295505719583
2018,DÜZCE,17445,12790,4655,387844,80,44.979424717154316,32.97717639050752,12.002248326646797,12.321067884429615,16.121946348931647,1019.0,9.357263342579646,2.373266043338621
2019,DÜZCE,15454,14798,656,392166,80,39.40678182198354,37.734020797315424,1.6727610246681253,15.699765441751378,-11.413012324448268,-3999.0,14.424656466880403,-10.329487301978672
2020,DÜZCE,11757,10565,1192,395679,80,29.71347986625522,26.70093687054405,3.01254299571117,-28.605216921205567,-23.922609033260002,536.0,-29.239089006799713,1.3397819710430445
2021,DÜZCE,16828,14191,2637,400976,80,41.96759905829776,35.39114560472447,6.576453453573281,34.3208707998107,43.131751297099605,1445.0,32.546456239770706,3.5639104578621112
2022,DÜZCE,17049,15220,1829,405131,80,42.082684366291396,37.568095258077015,4.5145891082143805,7.251074624762177,1.3132873781792176,-808.0,6.151113834139177,-2.0618643453589005
2023,DÜZCE,19891,16124,3767,409865,80,48.53061373867005,39.33978261134764,9.190831127322411,5.9395532194481016,16.66959938999355,1938.0,4.715936065163473,4.676242019108031
2024,DÜZCE,15051,13450,1601,412344,80,36.50107677085152,32.618396290475914,3.8826804803756088,-16.58397419995038,-24.332612739429894,-2166.0,-17.085468893600154,-5.308150646946803
2008,DİYARBAKIR,31677,47777,-16100,1492828,80,21.219457298496543,32.004356831463504,-10.784899532966959,,,,,
2009,DİYARBAKIR,32384,43918,-11534,1515011,80,21.375422356669358,28.9885683998334,-7.613146043164043,-8.07710823199448,2.2319032736686006,4566.0,-9.423055890519505,3.1717534898029154
2010,DİYARBAKIR,34810,44858,-10048,1528958,80,22.767139450527747,29.338935405681518,-6.571795955153771,2.1403524750671643,7.491353754940722,1486.0,1.2086385261099286,1.0413500880102724
2011,DİYARBAKIR,36622,46834,-10212,1570943,80,23.312112533681997,29.81266665945232,-6.500554125770317,4.405011369209499,5.2054007469118035,-164.0,1.614684538550315,0.07124182938345403
2012,DİYARBAKIR,30789,47575,-16786,1592167,80,19.337795595562525,29.88065950368272,-10.542863908120191,1.5821838835034407,-15.927584512041937,-6574.0,0.2280669656528067,-4.042309782349874
2013,DİYARBAKIR,35466,47949,-12483,1607437,80,22.06369518680981,29.829473876736692,-7.765778689926884,0.7861271676300685,15.19049011010425,4303.0,-0.17130019148244857,2.7770852181933074
2014,DİYARBAKIR,36920,48019,-11099,1635048,80,22.58037684520577,29.368556764082765,-6.788179918877,0.1459884460572658,4.099701122201549,1384.0,-1.5451734568251552,0.9775987710498839
2015,DİYARBAKIR,36124,56025,-19901,1654196,80,21.837799148347596,33.86841704368769,-12.030617895340093,16.672567108852743,-2.1560130010834233,-8802.0,15.322034091604309,-5.242437976463093
2016,DİYARBAKIR,39177,55604,-16427,1673119,80,23.415549043433252,33.23373890321011,-9.81818985977686,-0.751450245426144,8.451445022699588,3474.0,-1.8739527733430683,2.2124280355632333
2017,DİYARBAKIR,40493,48983,-8490,1699901,80,23.820798975940363,28.815207473847007,-4.994408497906643,-11.907416732609166,3.359113765729882,7937.0,-13.295318478103313,4.823781361870217
2018,DİYARBAKIR,43836,50822,-6986,1732396,80,25.303683453436744,29.336248756058083,-4.03256530262134,3.754363758855117,8.255747907045663,1504.0,1.8082163131533102,0.9618431952853026
2019,DİYARBAKIR,42329,49730,-7401,1756353,80,24.100508269123576,28.314353663528916,-4.213845394405339,-2.148675770335684,-3.437813669130396,-415.0,-3.4833870581975512,-0.1812800917839983
2020,DİYARBAKIR,39101,42992,-3891,1783431,80,21.924593662440543,24.106343334841664,-2.1817496724011187,-13.549165493665793,-7.625977462259915,3510.0,-14.861756615364651,2.03209572200422
2021,DİYARBAKIR,40414,60761,-20347,1791373,80,22.56034896138325,33.91867578667313,-11.358326825289875,41.33094529214738,3.3579703843891417,-16456.0,40.704358664175274,-9.176577152888758
2022,DİYARBAKIR,45963,59751,-13788,1804880,80,25.465958955720048,33.1052479943265,-7.639289038606445,-1.6622504567074259,13.730390458751906,6559.0,-2.3981708409331004,3.7190377866834305
2023,DİYARBAKIR,49440,63878,-14438,1818133,80,27.192730124803848,35.133843343693776,-7.941113218889926,6.906997372428902,7.564780366816781,-650.0,6.127715308808246,-0.30182418028348135
2024,DİYARBAKIR,43561,50981,-7420,1833684,80,23.75600157933428,27.80250032175664,-4.046498742422359,-20.1900497823977,-11.891181229773462,7018.0,-20.866897339465286,3.8946144764675674
2008,EDİRNE,11202,14249,-3047,394644,80,28.385076169915163,36.105958788173645,-7.720882618258481,,,,,
2009,EDİRNE,15183,12910,2273,395463,80,38.39297228817867,32.64527907794155,5.747693210237114,-9.397150677240507,35.5382967327263,5320.0,-9.584788290861345,13.468575828495595
2010,EDİRNE,14019,14830,-811,390428,80,35.90674849139918,37.98395606872458,-2.077207577325397,14.872192099147941,-7.666469077257454,-3084.0,16.353595807947553,-7.824900787562511
2011,EDİRNE,14494,14588,-94,399316,80,36.297067986256494,36.53247052459706,-0.23540253834056238,-1.6318273769386327,3.3882587916399087,717.0,-3.8213121916562343,1.8418050389848344
2012,EDİRNE,14813,13675,1138,399708,80,37.05955347403605,34.21247510682798,2.847078367208062,-6.2585686865917145,2.20091072167794,1232.0,-6.350502400890301,3.0824809055486244
2013,EDİRNE,16255,17000,-745,398582,80,40.78207244682399,42.651198498677815,-1.8691260518538217,24.314442413162695,9.734692499831233,-1883.0,24.66563253754672,-4.716204419061883
2014,EDİRNE,16431,17108,-677,400280,80,41.04876586389528,42.74008194264015,-1.6913160787448787,0.6352941176470672,1.082743771147343,68.0,0.20839612271410513,0.1778099731089431
2015,EDİRNE,18779,17458,1321,402537,80,46.65161214993901,43.36992624280501,3.281685907134003,2.0458265139116305,14.29006146917413,1998.0,1.4736618919218403,4.973001985878882
2016,EDİRNE,16623,17190,-567,401701,80,41.38152506466252,42.79302267109118,-1.4114976064286622,-1.535112842249975,-11.48090952659886,-1888.0,-1.3301926512027107,-4.693183513562666
2017,EDİRNE,19125,15999,3126,406855,80,47.006918926890414,39.32359194307555,7.683326983814872,-6.928446771378704,15.05143475906876,3693.0,-8.10746825406985,9.094824590243535
2018,EDİRNE,18792,17162,1630,411528,80,45.663964541902374,41.70311619136487,3.960848350537509,7.26920432527034,-1.7411764705882349,-1496.0,6.051136558770875,-3.722478633277363
2019,EDİRNE,16864,16761,103,413903,80,40.74384578029152,40.49499520419035,0.2488505761011638,-2.3365575107796244,-10.259684972328653,-1527.0,-2.89695614502945,-3.7119977744363455
2020,EDİRNE,12252,14264,-2012,407763,80,30.046865458611986,34.981104219853194,-4.934238761241211,-14.897679136089737,-27.348197343453506,-2115.0,-13.616228268540675,-5.183089337342375
2021,EDİRNE,19443,15822,3621,412115,80,47.178578794753896,38.392196352959736,8.786382441794158,10.92260235558049,58.69245837414299,5633.0,9.75124201817108,13.72062120303537
2022,EDİRNE,19699,16197,3502,414714,80,47.500204960527014,39.05583124755856,8.444373712968455,2.3701175578308753,1.3166692382862832,-119.0,1.7285671507242695,-0.34200872882570366
2023,EDİRNE,22281,17181,5100,419913,80,53.0609912053211,40.91561823520586,12.145372970115238,6.075199110946472,13.107264328138491,1598.0,4.7618676347173094,3.7009992571467833
2024,EDİRNE,17332,16323,1009,421247,80,41.144506667109795,38.749237383292936,2.3952692838168583,-4.993888597869745,-22.211749921457745,-4091.0,-5.294752823871207,-9.75010368629838
2008,ELAZIĞ,15294,18813,-3519,547562,80,27.93108360331798,34.35775309462673,-6.426669491308747,,,,,
2009,ELAZIĞ,15900,18001,-2101,550667,80,28.87407453143188,32.689447524547504,-3.8153729931156213,-4.316164354435759,3.9623381718320916,1418.0,-4.855688803294111,2.6112964981931257
2010,ELAZIĞ,15551,19438,-3887,552646,80,28.13917046355171,35.17260597199654,-7.0334355084448275,7.9828898394533665,-2.19496855345912,-1786.0,7.596208059449028,-3.218062515329206
2011,ELAZIĞ,16862,20054,-3192,558556,80,30.18855763790918,35.903293492505675,-5.714735854596495,3.169050313818289,8.430326024049894,695.0,2.077433560342068,1.3186996538483324
2012,ELAZIĞ,17108,18344,-1236,562703,80,30.403250027101333,32.59979065332867,-2.196540626227335,-8.526977161663506,1.4589016723994819,1956.0,-9.201113652335458,3.51819522836916
2013,ELAZIĞ,21433,21303,130,568239,80,37.71828403189503,37.489507056009884,0.22877697588514692,16.130614914958574,25.28057049333645,1366.0,14.999226389761922,2.425317602112482
2014,ELAZIĞ,19724,24162,-4438,568753,80,34.67937751537135,42.48241327957831,-7.803035764206958,13.42064497958033,-7.9736854383427485,-4568.0,13.318143170324825,-8.031812740092105
2015,ELAZIĞ,22170,21699,471,574304,80,38.60324845378057,37.78312531342286,0.8201231403577199,-10.193692575117952,12.40113567227743,4909.0,-11.061725555065028,8.623158904564677
2016,ELAZIĞ,18990,20519,-1529,578789,80,32.80988408556486,35.451606716782806,-2.6417226312179394,-5.438038619291207,-14.343707713125841,-2000.0,-6.170793382758511,-3.461845771575659
2017,ELAZIĞ,20406,22054,-1648,583671,80,34.961476585268066,37.78498503437724,-2.823508449109173,7.480871387494514,7.456556082148502,-119.0,6.581869014387487,-0.1817858178912335
2018,ELAZIĞ,30152,24358,5794,595638,80,50.62135055184525,40.89396579801826,9.727384753826989,10.447084429128495,47.760462609036544,7442.0,8.2280852058362,12.550893202936162
2019,ELAZIĞ,20343,29248,-8905,591098,80,34.41561297788184,49.48079675451448,-15.06518377663264,20.07553986369981,-32.53183868400106,-14699.0,20.997794635296408,-24.79256853045963
2020,ELAZIĞ,15529,21166,-5637,587960,80,26.411660657187564,35.99904755425539,-9.587386897067828,-27.632658643326035,-23.664159661800134,3268.0,-27.24642706774736,5.477796879564812
2021,ELAZIĞ,20800,22429,-1629,588088,80,35.36885636163295,38.138849968032,-2.769993606399042,5.96711707455353,33.94294545688712,4008.0,5.944052854597448,6.817393290668786
2022,ELAZIĞ,21060,22271,-1211,591497,80,35.60457618550897,37.65192384745823,-2.047347661949258,-0.7044451379909944,1.2499999999999956,418.0,-1.2767194631770784,0.7226459444497841
2023,ELAZIĞ,35924,24456,11468,604411,80,59.43637690247199,40.462532945297156,18.973843957174836,9.810964931974308,70.57929724596393,12679.0,7.4647157718307655,21.021191619124092
2024,ELAZIĞ,20035,23315,-3280,603941,80,33.17377028550802,38.60476437267879,-5.430994087170767,-4.665521753352964,-44.22948446720854,-14748.0,-4.591330392316162,-24.404838044345603
2008,ERZURUM,18999,43585,-24586,774967,80,24.515882611775726,56.24110445993184,-31.725221848156114,,,,,
2009,ERZURUM,24830,33681,-8851,774207,80,32.07152609056751,43.50386912027403,-11.432343029706525,-22.723414018584375,30.691089004684446,15735.0,-22.647555488054593,20.292878818449587
2010,ERZURUM,23294,35711,-12417,769085,80,30.287939564547482,46.433099072274196,-16.145159507726714,6.0271369614916415,-6.186065243656868,-3566.0,6.733263066560347,-4.712816478020189
2011,ERZURUM,27719,33599,-5880,780847,80,35.49863161413183,43.02891603604803,-7.5302844219162015,-5.914144101257312,18.996308062161926,6537.0,-7.331371595351577,8.614875085810512
2012,ERZURUM,22551,33234,-10683,778195,80,28.978597909264387,42.706519574142725,-13.727921664878341,-1.086341855412365,-18.64425123561456,-4803.0,-0.7492553650089939,-6.19763724296214
2013,ERZURUM,23398,39997,-16599,766729,80,30.516649298513553,52.16575869701029,-21.649109398496734,20.34964193296023,3.7559310008425273,-5916.0,22.14940298856569,-7.9211877336183925
2014,ERZURUM,27994,45209,-17215,763320,80,36.674003039354396,59.22679872137505,-22.552795682020644,13.030977323299254,19.642704504658525,-616.0,13.535775575271058,-0.9036862835239106
2015,ERZURUM,29624,41803,-12179,762321,80,38.86027014866441,54.83647964571355,-15.976209497049144,-7.533898117631443,5.822676287775952,5036.0,-7.41272391964859,6.5765861849715
2016,ERZURUM,26957,36340,-9383,762021,80,35.37566550003215,47.688974450835346,-12.313308950803194,-13.06844006411023,-9.002835538752363,2796.0,-13.03421598369674,3.6629005462459503
2017,ERZURUM,26624,37358,-10734,760476,80,35.00965184963102,49.124495710581265,-14.114843860950247,2.801320858558065,-1.2353006640204778,-1351.0,3.0101743144547166,-1.801534910147053
2018,ERZURUM,32501,35431,-2930,767848,80,42.32738771215136,46.14324710098874,-3.8158593888373744,-5.158199047058199,22.074068509615373,7804.0,-6.068761758200347,10.298984472112872
2019,ERZURUM,26819,40401,-13582,762062,80,35.192674611776994,53.015371452716444,-17.822696840939454,14.027264260111206,-17.482538998800035,-10652.0,14.893022887373819,-14.00683745210208
2020,ERZURUM,20405,30220,-9815,758279,80,26.909620337632983,39.85340488131677,-12.943784543683789,-25.1998712903146,-23.915880532458335,3767.0,-24.82669876818391,4.878912297255665
2021,ERZURUM,28554,36798,-8244,756893,80,37.72527953092445,48.617175743467044,-10.89189621254259,21.767041694242216,39.936290124969375,1571.0,21.990017887427026,2.051888331141198
2022,ERZURUM,26629,39159,-12530,749754,80,35.516982903725754,52.22913115501884,-16.71214825129309,6.416109571172357,-6.741612383553964,-4286.0,7.429381399303425,-5.8202520387505
2023,ERZURUM,34129,38115,-3986,749993,80,45.505758053741836,50.82047432442703,-5.314716270685193,-2.666053780740063,28.164782755642335,8544.0,-2.69707115443073,11.397431980607898
2024,ERZURUM,22614,34522,-11908,745005,80,30.3541586969215,46.337944040644025,-15.983785343722527,-9.42673488128034,-33.73963491458877,-7922.0,-8.820323586843159,-10.669069073037335
2008,ERZİNCAN,10977,11976,-999,210645,80,52.1113722139144,56.85394858648437,-4.742576372569964,,,,,
2009,ERZİNCAN,11966,11189,777,213288,80,56.10254679119313,52.459585161846896,3.642961629346236,-6.571476285905142,9.009747654186029,1776.0,-7.729214124772554,8.3855380019162
2010,ERZİNCAN,14198,12365,1833,224949,80,63.116528635379574,54.9680149722826,8.148513663096969,10.51032263830547,18.65284974093264,1056.0,4.781642482868986,4.505552033750733
2011,ERZİNCAN,11523,14218,-2695,215277,80,53.52638693404312,66.04514184051246,-12.518754906469338,14.985847149211473,-18.840681786167067,-4528.0,20.151949954560756,-20.667268569566307
2012,ERZİNCAN,12192,10649,1543,217886,80,55.95586682944292,48.87418191164187,7.081684917801052,-25.10198340132227,5.805779744858119,4238.0,-25.998823608154964,19.60043982427039
2013,ERZİNCAN,12662,12884,-222,219996,80,57.555591919853086,58.56470117638503,-1.009109256531937,20.987886186496386,3.8549868766404094,-1765.0,19.827481270709256,-8.09079417433299
2014,ERZİNCAN,15450,13641,1809,223633,80,69.08640495812335,60.997258901861535,8.089146056261821,5.875504501707551,22.018638445743164,2031.0,4.15362441302336,9.098255312793759
2015,ERZİNCAN,14062,16766,-2704,222918,80,63.081491849020715,75.21151275356857,-12.13002090454786,22.908877648266255,-8.983818770226538,-4513.0,23.30310264363902,-20.21916696080968
2016,ERZİNCAN,12666,12748,-82,226032,80,56.03631344234445,56.39909393360232,-0.362780491257875,-23.96516760109746,-9.927464087612003,2622.0,-25.012685068049844,11.767240413289986
2017,ERZİNCAN,15162,14210,952,231511,80,65.49148852538323,61.379372902367486,4.112115623015753,11.46846564166928,19.706300331596395,1034.0,8.830423720332025,4.474896114273628
2018,ERZİNCAN,19727,17511,2216,236034,80,83.57694230492217,74.18846437377665,9.388477931145513,23.23011963406052,30.108165149716392,1264.0,20.868723262754465,5.27636230812976
2019,ERZİNCAN,14496,17555,-3059,234747,80,61.75158787971731,74.78263832977632,-13.031050450058999,0.2512706298897882,-26.5169564556192,-5275.0,0.8008980385496356,-22.41952838120451
2020,ERZİNCAN,10907,10998,-91,234431,80,46.52541686039815,46.91359077937645,-0.3881739189782921,-37.35118199943036,-24.75855408388521,2968.0,-37.26673486364977,12.642876531080706
2021,ERZİNCAN,16049,13564,2485,237351,80,67.61715771157483,57.147431441198904,10.46972627037594,23.33151482087652,47.144035940221876,2576.0,21.814234407998722,10.857900189354233
2022,ERZİNCAN,15946,15542,404,239223,80,66.65747022652505,64.96866940051751,1.6888008260075327,14.582718961958129,-0.6417845348619888,-2081.0,13.686070855811195,-8.780925444368407
2023,ERZİNCAN,19786,19054,732,243399,80,81.29039149708913,78.28298390708261,3.0074075900065327,22.59683438424913,24.081274300765077,328.0,20.49343880584238,1.318606763999
2024,ERZİNCAN,12737,15638,-2901,241239,80,52.798262304187965,64.82368107975908,-12.025418775571113,-17.92799412196914,-35.62620034367735,-3633.0,-17.193139754737686,-15.032826365577646
2008,ESKİŞEHİR,31731,21970,9761,741739,80,42.779198612989205,29.619583168742643,13.15961544424656,,,,,
2009,ESKİŞEHİR,32346,23225,9121,755427,80,42.81816773824605,30.744201623717448,12.073966114528604,5.712335002275837,1.9381677224165728,-640.0,3.7968746844540657,-1.0856493297179561
2010,ESKİŞEHİR,31662,26780,4882,764584,80,41.41075408326619,35.0255825390016,6.385171544264594,15.306781485468246,-2.114635503617135,-4239.0,13.92581589102415,-5.68879457026401
2011,ESKİŞEHİR,35045,27908,7137,781247,80,44.857772253845454,35.72237717392835,9.135395079917107,4.212098581030621,10.684732486892813,2255.0,1.9893877115415792,2.7502235356525127
2012,ESKİŞEHİR,32363,25299,7064,789750,80,40.97879075656853,32.034188034188034,8.9446027223805,-9.34857388562419,-7.653017548865748,-73.0,-10.324590443079773,-0.19079235753660662
2013,ESKİŞEHİR,33893,28329,5564,799724,80,42.38087140063322,35.42347109752865,6.957400303104571,11.976757974623498,4.727621048728481,-1500.0,10.580205934120901,-1.9872024192759294
2014,ESKİŞEHİR,35927,27977,7950,812320,80,44.227644278117,34.44086074453418,9.786783533582824,-1.2425429771612095,6.001239193933849,2386.0,-2.7738962968623992,2.8293832304782534
2015,ESKİŞEHİR,36041,28298,7743,826716,80,43.5953822110616,34.22940889011463,9.365973320946976,1.14737105479501,0.3173101010382151,-207.0,-0.6139563583732688,-0.42081021263584795
2016,ESKİŞEHİR,36687,25785,10902,844842,80,43.42468769308344,30.520499691066494,12.904188002016944,-8.880486253445474,1.7924030964734605,3159.0,-10.835446241431468,3.5382146810699684
2017,ESKİŞEHİR,38060,27799,10261,860620,80,44.22393158420673,32.30113174223234,11.92279984197439,7.8107426798526225,3.7424700847711767,-641.0,5.834216573089224,-0.9813881600425542
2018,ESKİŞEHİR,35995,32946,3049,871187,80,41.31719137223122,37.817368716475336,3.4998226557558825,18.51505449836326,-5.425643720441409,-7212.0,17.077534676689822,-8.422977186218507
2019,ESKİŞEHİR,36757,29543,7214,887475,80,41.41750471844277,33.288825037325,8.128679681117779,-10.329023250166935,2.1169606889845705,4165.0,-11.97477199723167,4.628857025361897
2020,ESKİŞEHİR,25376,25533,-157,888828,80,28.549955671963527,28.726592771604857,-0.17663709964132543,-13.57343533155062,-30.96280980493511,-7371.0,-13.704996378228284,-8.305316780759105
2021,ESKİŞEHİR,36776,31532,5244,898369,80,40.93640809066208,35.099163038795865,5.837245051866215,23.495084792229658,44.92433795712485,5401.0,22.183522834946334,6.0138821515075405
2022,ESKİŞEHİR,37278,29766,7512,906617,80,41.117693579538,32.831945573489136,8.28574800604886,-5.600659647342388,1.3650206656515174,2268.0,-6.459463044177793,2.448502954182646
2023,ESKİŞEHİR,45072,34020,11052,915418,80,49.23652364275118,37.16335051309893,12.073173129652247,14.29147349324733,20.90777402221149,3540.0,13.192653873997905,3.787425123603386
2024,ESKİŞEHİR,35984,29165,6819,921630,80,39.04386792964639,31.645020235886417,7.3988476937599685,-14.271017048794832,-20.16329428470004,-4233.0,-14.84885028132078,-4.674325435892278
2008,GAZİANTEP,37184,36229,955,1612223,80,23.063806929934632,22.47145711232255,0.5923498176120797,,,,,
2009,GAZİANTEP,36075,34125,1950,1653670,80,21.815114261007334,20.63591889554748,1.179195365459856,-5.807502277181264,-2.982465576592086,995.0,-8.168309725534117,0.5868455478477762
2010,GAZİANTEP,40380,36327,4053,1700763,80,23.742285080284557,21.35923700127531,2.3830480790092445,6.4527472527472485,11.933471933471939,2103.0,3.5051412509859103,1.2038527135493886
2011,GAZİANTEP,45991,38634,7357,1753596,80,26.226679349177346,22.031300253878317,4.195379095299032,6.350648278140225,13.89549281822684,3304.0,3.1464759371454987,1.8123310162897872
2012,GAZİANTEP,41672,39410,2262,1799558,80,23.156797391359433,21.89982206741878,1.2569753239406565,2.008593466894437,-9.390967798047445,-5095.0,-0.5967790595400424,-2.9384037713583755
2013,GAZİANTEP,41978,42291,-313,1844438,80,22.759236146728703,22.928935534835,-0.16969938810629578,7.310327328089317,0.734306008830865,-2575.0,4.699186432876412,-1.4266747120469523
2014,GAZİANTEP,46438,44415,2023,1889466,80,24.577314436989077,23.50664155904367,1.0706728779454089,5.022345179825494,10.624612892467479,2336.0,2.519550126219272,1.2403722660517047
2015,GAZİANTEP,46435,48858,-2423,1931836,80,24.036719473081565,25.290966728024532,-1.2542472549429662,10.003377237419798,-0.006460226538607117,-4446.0,7.590727771549255,-2.324920132888375
2016,GAZİANTEP,45726,50003,-4277,1974244,80,23.161270845954196,25.327669730793154,-2.166398884838956,2.3435261369683547,-1.526865510929254,-1854.0,0.14512297281208397,-0.9121516298959897
2017,GAZİANTEP,47431,50485,-3054,2005515,80,23.650284340929886,25.173085217512707,-1.522800876582823,0.9639421634701995,3.7287320124218093,1223.0,-0.6103384753651686,0.643598008256133
2018,GAZİANTEP,44704,62206,-17502,2028563,80,22.03727466191585,30.665056988617067,-8.627782326701217,23.21679706843618,-5.749404397967572,-14448.0,21.816840183274966,-7.1049814501183945
2019,GAZİANTEP,52268,53517,-1249,2069364,80,25.258001975486188,25.8615690617987,-0.6035670863125095,-13.968105970485167,16.92018611309949,16253.0,-15.66436980241528,8.024215240388708
