year,dest_province,inflow,outflow,net_migration,dest_population,partners,inflow_per_1000,outflow_per_1000,net_per_1000,outflow_yoy_pct,inflow_yoy_pct,net_yoy_change,outflow_per_1000_yoy_pct,net_per_1000_change
2010,AFYONKARAHİSAR,17451,24119,-6668,697559,80,25.017238685186484,34.57628673703586,-9.559048051849377,8.37077641984183,-13.70716510903427,-4635.0,8.956006794295535,-6.6602534827046425
2011,AFYONKARAHİSAR,17219,24063,-6844,698626,80,24.64694987017374,34.44332160555147,-9.796371735377727,-0.23218209710187399,-1.3294367084980774,-176.0,-0.3845558445753072,-0.23732368352835032
2012,AFYONKARAHİSAR,24167,21738,2429,703948,80,34.33066078744452,30.880121827180417,3.4505389602641103,-9.66213689066201,40.35077530634763,9273.0,-10.345110785705247,13.246910695641837
2013,AFYONKARAHİSAR,22200,26799,-4599,707123,80,31.394820985882227,37.898639982011616,-6.503818996129386,23.28181065415402,-8.139198080026478,-7028.0,22.72827223321885,-9.954357956393496
2014,AFYONKARAHİSAR,21414,27100,-5686,706371,80,30.3155140853744,38.365108420362674,-8.04959433498827,1.1231762379193322,-3.5405405405405377,-1087.0,1.23083160391102,-1.5457753388588849
2015,AFYONKARAHİSAR,22922,26226,-3304,709015,80,32.329358335155106,36.98934437212189,-4.659986036966778,-3.225092250922512,7.042121976277205,2382.0,-3.5859772196305872,3.3896082980214928
2016,AFYONKARAHİSAR,22467,24400,-1933,714523,80,31.443354517629245,34.14865581653775,-2.705301298908503,-6.962556241897355,-1.9849925835441984,1371.0,-7.679748326994174,1.9546847380582753
2017,AFYONKARAHİSAR,21453,25483,-4030,715693,80,29.97514297331398,35.606048962334405,-5.630905989020432,4.438524590163939,-4.513286153024431,-2097.0,4.267790666860916,-2.9256046901119293
2018,AFYONKARAHİSAR,26976,25049,1927,725568,80,37.17914792273088,34.523297609596895,2.6558503131339863,-1.7030961817682377,25.744651097748573,5957.0,-3.0409196872219435,8.28675630215442
2019,AFYONKARAHİSAR,23818,27006,-3188,729483,80,32.65052098541021,37.0207393455365,-4.370218360126281,7.8126871332188985,-11.706702253855283,-5115.0,7.2340764320421025,-7.0260686732602675
2020,AFYONKARAHİSAR,18439,19434,-995,736912,80,25.02198362898148,26.372212692967413,-1.3502290639859307,-28.03821373028216,-22.583760181375435,2193.0,-28.7636790642674,3.0199892961403503
2021,AFYONKARAHİSAR,24643,25327,-684,744179,80,33.11434480145234,34.033478504499584,-0.9191337030472507,30.323145003601937,33.646076251423615,311.0,29.050523369907346,0.43109536093867995
2022,AFYONKARAHİSAR,23667,25425,-1758,747555,80,31.659209021409797,34.01087545397998,-2.351666432570179,0.38693883997316103,-3.9605567503956496,-1074.0,-0.06641416485422269,-1.4325327295229284
2023,AFYONKARAHİSAR,30431,26427,4004,751344,80,40.502086926893675,35.17297003769246,5.3291168892012175,3.9410029498525123,28.579879156631605,5762.0,3.4168323167244274,7.680783321771397
2024,AFYONKARAHİSAR,20801,25035,-4234,750193,80,27.7275314485739,33.3714124232031,-5.643880974629195,-5.267340220229311,-31.64536163780356,-8238.0,-5.1219945673019796,-10.972997863830413
2008,AKSARAY,11146,12596,-1450,370598,80,30.075715465275042,33.98831078419204,-3.912595318916994,,,,,
2009,AKSARAY,10217,12587,-2370,376907,80,27.107482747733528,33.395506053217375,-6.288023305483846,-0.07145125436646138,-8.334828638076441,-920.0,-1.7441429635578598,-2.375427986566852
2010,AKSARAY,10159,13225,-3066,377505,80,26.910901842359703,35.03264857419107,-8.121746731831367,5.068721696988954,-0.5676813154546378,-696.0,4.902283913185301,-1.8337234263475208
2011,AKSARAY,10778,13142,-2364,378823,80,28.451281997133226,34.691663388970575,-6.2403813918373485,-0.627599243856336,6.09311940151589,702.0,-0.973335443074963,1.8813653399940184
2012,AKSARAY,10667,12374,-1707,379915,80,28.077333087664346,32.57044338865273,-4.493110300988379,-5.843859382133621,-1.029875672666547,657.0,-6.114494933650949,1.7472710908489697
2013,AKSARAY,11491,13726,-2235,382806,80,30.01781581270931,35.856282294425895,-5.838466481716587,10.926135445288509,7.724758601293713,-528.0,10.088407046119396,-1.3453561807282082
2014,AKSARAY,11936,14577,-2641,384252,80,31.062948273528832,37.93604197245558,-6.873093698926746,6.199912574675803,3.872595944652346,-406.0,5.800265797084592,-1.0346272172101587
2015,AKSARAY,12205,14164,-1959,386514,80,31.57712269154545,36.64550313830806,-5.068380446762601,-2.8332304315016765,2.253686327077742,682.0,-3.4018805522319617,1.8047132521641451
2016,AKSARAY,15234,12294,2940,396673,80,38.40442883685051,30.99278246817908,7.411646368671424,-13.202485173679756,24.817697664891437,4899.0,-15.425414269233496,12.480026815434025
2017,AKSARAY,14139,13799,340,402404,80,35.13633065277681,34.291408634109004,0.8449220186678065,12.241743940133398,-7.187869239858213,-2600.0,10.643207557490818,-6.566724350003618
2018,AKSARAY,16680,14441,2239,412172,80,40.468542259056896,35.036344050542006,5.432198208514892,4.652511051525465,17.971568003394857,1899.0,2.1723674999224896,4.587276189847086
2019,AKSARAY,13689,15672,-1983,416367,80,32.877245314830425,37.63987059493187,-4.7626252801014495,8.52434041963852,-17.93165467625899,-4222.0,7.430930980224781,-10.194823488616342
2020,AKSARAY,12208,12311,-103,423011,80,28.85976960410013,29.10326209011113,-0.24349248601100207,-21.445890760592135,-10.818905690700564,1880.0,-22.67969674149246,4.5191327940904475
2021,AKSARAY,14210,15529,-1319,429069,80,33.11821641740606,36.19231405671349,-3.0740976393074306,26.13922508325888,16.399082568807334,-1216.0,24.35827277592748,-2.8306051532964287
2022,AKSARAY,14264,14147,117,433055,80,32.938079458729256,32.66790592418977,0.27017353453949267,-8.899478395260484,0.3800140745953584,1436.0,-9.738001629298875,3.3442711738469235
2023,AKSARAY,20400,15112,5288,438504,80,46.52181051940233,34.46262747888275,12.059183040519585,6.821234183925928,43.01738642736961,5171.0,5.4938371588857615,11.789009505980092
2024,AKSARAY,13969,14893,-924,439474,80,31.785725662951616,33.88823912222338,-2.102513459271766,-1.4491794600317576,-31.524509803921564,-6212.0,-1.6666992585267382,-14.16169649979135
2008,AMASYA,11748,14268,-2520,323675,80,36.29566694987256,44.08125434463582,-7.785587394763265,,,,,
2009,AMASYA,11533,13187,-1654,324268,80,35.566260007154575,40.66697916538172,-5.100719158227145,-7.57639472946453,-1.8300987402110946,866.0,-7.74541294256429,2.6848682365361203
2010,AMASYA,11729,13726,-1997,334786,80,35.03432043155926,40.99932494190318,-5.965004510343921,4.087358762417526,1.6994710829792758,-343.0,0.817237432782747,-0.8642853521167764
2011,AMASYA,11424,14142,-2718,323079,80,35.359772687175585,43.77257574772734,-8.412803060551752,3.030744572344446,-2.6003921902975513,-721.0,6.76413772605744,-2.447798550207831
2012,AMASYA,11228,13128,-1900,322283,80,34.83894589537766,40.73438561760937,-5.8954397222317025,-7.170131523122613,-1.715686274509809,818.0,-6.9408529843613564,2.5173633383200498
2013,AMASYA,12379,14658,-2279,321977,80,38.446845582137854,45.524990915500176,-7.07814533336232,11.654478976233996,10.251157819736378,-379.0,11.760592986137585,-1.1827056111306176
2014,AMASYA,12970,14817,-1847,321913,80,40.29038901815087,46.02796407725068,-5.737575059099819,1.0847318870241596,4.774214395346954,432.0,1.1048286921881756,1.3405702742625012
2015,AMASYA,13957,15092,-1135,322167,80,43.32225212389847,46.84526968932262,-3.5230175654241433,1.8559762435040872,7.609868928296071,712.0,1.7756718735163268,2.2145574936756756
2016,AMASYA,15395,13609,1786,326351,80,47.17313567294109,41.700500381491096,5.472635291450003,-9.826398091704213,10.303073726445522,2921.0,-10.98247345345984,8.995652856874147
2017,AMASYA,14326,14675,-349,329888,80,43.426860025220684,44.48479483946067,-1.0579348142399845,7.8330516569917075,-6.943812926274761,-2135.0,6.676885007368849,-6.530570105689987
2018,AMASYA,16760,15237,1523,337508,80,49.658082178792796,45.145596548822546,4.512485629970253,3.829642248722309,16.99008795197543,1872.0,1.485455225199117,5.570420444210237
2019,AMASYA,13329,14813,-1484,337800,80,39.4582593250444,43.85139135583185,-4.393132030787449,-2.782700006562977,-20.47136038186157,-3007.0,-2.866736275355408,-8.905617660757702
2020,AMASYA,12241,11347,894,335494,80,36.48649454237632,33.821767304333314,2.6647272380430054,-23.398366299871732,-8.16265286218021,2378.0,-22.871849082537,7.057859268830454
2021,AMASYA,15244,14540,704,335331,80,45.45956085181507,43.3601426650086,2.099418186806469,28.13959636908434,24.53230945184217,-190.0,28.201883345857006,-0.5653090512365364
2022,AMASYA,15217,13847,1370,338267,80,44.985174433214,40.935119299251774,4.050055133962226,-4.766162310866573,-0.177118866439252,666.0,-5.592747663429187,1.9506369471557568
2023,AMASYA,19307,15046,4261,339529,80,56.86406757596553,44.314329556532726,12.549738019432802,8.65891528851015,26.877834001445745,2891.0,8.255039474974035,8.499682885470577
2024,AMASYA,13879,14446,-567,342378,80,40.53706721810397,42.19313156803299,-1.656064349929026,-3.987770836102622,-28.114155487646965,-4828.0,-4.7867089714032085,-14.205802369361827
2008,ANKARA,156760,126198,30562,4548939,80,34.46078305292729,27.74229331279228,6.718489740135007,,,,,
2009,ANKARA,168193,131114,37079,4650802,80,36.16430026477154,28.1916968299231,7.972603434848442,3.8954658552433408,7.293314621076807,6517.0,1.6199220160490135,1.2541136947134346
2010,ANKARA,182845,133440,49405,4771716,80,38.31850009514397,27.964782480767926,10.353717614376045,1.7740287078420236,8.711420808238145,12326.0,-0.8048978056344636,2.3811141795276027
2011,ANKARA,191864,137385,54479,4890893,80,39.22882794614398,28.089962303407578,11.138865642736409,2.956384892086339,4.932593180015865,5074.0,0.4476338148731829,0.7851480283603642
2012,ANKARA,160235,137834,22401,4965542,80,32.26938771235849,27.758097706151716,4.511290006206775,0.32681879390035196,-16.485114456073045,-32078.0,-1.181434825975558,-6.627575636529634
2013,ANKARA,186642,153791,32851,5045083,80,36.99483239423415,30.48334388155755,6.5114885126766,11.576969397971482,16.480169750678698,10450.0,9.817842001477883,2.0001985064698244
2014,ANKARA,203621,163612,40009,5150072,80,39.53750549506881,31.76887624095352,7.768629254115282,6.385939359260284,9.09709497326432,7158.0,4.217163197026164,1.2571407414386826
2015,ANKARA,204048,153001,51047,5270575,80,38.714561504200205,29.029280486474434,9.685281017725769,-6.4854656137691595,0.20970332136664993,11038.0,-8.623521127094358,1.9166517636104867
2016,ANKARA,177166,159915,17251,5346518,80,33.13670691840933,29.9101209422656,3.226585976143726,4.518924712910377,-13.17435113306673,-33796.0,3.03431721706493,-6.458695041582043
2017,ANKARA,188100,156058,32042,5445026,80,34.5452895909037,28.660652860059805,5.8846367308438925,-2.41190632523528,6.171613063454617,14791.0,-4.177408993489518,2.6580507547001666
2018,ANKARA,184382,221747,-37365,5503985,80,33.499727924403864,40.288445553539844,-6.788717629135981,42.09268348947186,-1.9766081871344987,-69407.0,40.570578591683116,-12.673354359979873
2019,ANKARA,211744,154464,57280,5639076,80,37.54941412387419,27.391721622478578,10.15769250139562,-30.342236873554096,14.839843368658556,94645.0,-32.01097424799535,16.9464101305316
2020,ANKARA,153162,141165,11997,5663322,80,27.044550883739262,24.926182901131174,2.118367982608088,-8.609773151025479,-27.666427384010884,-45283.0,-9.001035989370232,-8.03932451878753
2021,ANKARA,197702,165604,32098,5747325,80,34.39895951594872,28.814100472828663,5.58485904312006,17.31236496298658,29.080320183857623,20101.0,15.597725440428544,3.4664910605119723
2022,ANKARA,189104,161912,27192,5782285,80,32.704026176502886,28.001386994933664,4.702639181569224,-2.2294147484360316,-4.348969661409596,-4906.0,-2.820540862142751,-0.8822198615508361
2023,ANKARA,232700,208740,23960,5803482,80,40.09661785803764,35.96806193247433,4.128555925563308,28.92188349226741,23.053980878246882,-3232.0,28.451001155700204,-0.5740832560059159
2024,ANKARA,202402,150373,52029,5864049,80,34.51574159765718,25.64320318605796,8.872538411599221,-27.9615789977963,-13.020197679415556,28069.0,-28.70562991634088,4.743982486035913
2008,ANTALYA,92031,55806,36225,1859275,80,49.49832596038779,30.01492517244625,19.483400787941537,,,,,
2009,ANTALYA,75696,58632,17064,1919729,80,39.43056546002066,30.54181084934384,8.88875461067682,5.063971615955265,-17.74945398833002,-19161.0,1.7554122619678258,-10.594646177264718
2010,ANTALYA,86907,61662,25245,1978333,80,43.929409255165844,31.168665740297513,12.760743514868327,5.1678264428980825,14.810558021559928,8181.0,2.0524483438320473,3.8719889041915074
2011,ANTALYA,89731,62875,26856,2043482,80,43.910834546132534,30.768560721356977,13.142273824775554,1.9671758943920148,3.249450562095113,1611.0,-1.2836770822154397,0.3815303099072267
2012,ANTALYA,83596,62893,20703,2092537,80,39.949592289168606,30.055860422061834,9.893731867106771,0.028628230616312145,-6.837102004881257,-6153.0,-2.3163264143208573,-3.248541957668783
2013,ANTALYA,88605,64075,24530,2158265,80,41.0538094256266,29.68819862250465,11.365610803121953,1.8793824431971862,5.9919134886836645,3827.0,-1.2232616015454667,1.471878936015182
2014,ANTALYA,93057,64631,28426,2222562,80,41.86924819195145,29.07950374387756,12.78974444807389,0.8677331252438636,5.024547147452174,3896.0,-2.050292395193287,1.4241336449519366
2015,ANTALYA,96441,68374,28067,2288456,80,42.14238770594672,29.877786594979323,12.264601110967394,5.791338521762013,3.63648086656565,-359.0,2.7451735701295554,-0.5251433371064955
2016,ANTALYA,79203,73119,6084,2328555,80,34.01379825685886,31.40101908694448,2.612779169914389,6.939772428115942,-17.87414066631412,-21983.0,5.098210629234234,-9.651821941053004
2017,ANTALYA,87232,72178,15054,2364396,80,36.89398899338351,30.527035234368523,6.366953759014987,-1.2869432021772709,10.137242276176405,8970.0,-2.7832977336055054,3.7541745891005984
2018,ANTALYA,95920,80349,15571,2426356,80,39.53253356061518,33.11509110781765,6.417442452797529,11.320624012857095,9.959647835656638,517.0,8.477914260522068,0.05048869378254128
2019,ANTALYA,100140,68494,31646,2511700,80,39.8694111557909,27.26997650993351,12.599434645857388,-14.754383999800869,4.399499582985822,16075.0,-17.650909003551707,6.181992193059859
2020,ANTALYA,83035,62325,20710,2548308,80,32.5843657831,24.457404677927475,8.12696110517253,-9.006628317808863,-17.081086478929496,-10936.0,-10.313803647691122,-4.472473540684858
2021,ANTALYA,88305,80505,7800,2619832,80,33.70635979711676,30.72906965026765,2.977290146849111,29.1696750902527,6.346721262118393,-12910.0,25.643215438963885,-5.149670958323419
2022,ANTALYA,92004,78986,13018,2688004,80,34.22762763745887,29.38462889192129,4.842998745537581,-1.8868393267498895,4.1888907762867245,5218.0,-4.375143060455944,1.8657085986884696
2023,ANTALYA,118356,88758,29598,2696249,80,43.89653922912906,32.919066451206845,10.977472777922216,12.371812726305919,28.64223294639363,16580.0,12.02818511775481,6.134474032384635
2024,ANTALYA,96618,71999,24619,2722103,80,35.49388101772784,26.449770636893607,9.04411038083423,-18.881678271254422,-18.366622731420456,-4979.0,-19.652124169141093,-1.9333623970879863
2008,ARDAHAN,4640,7447,-2807,112242,80,41.33924912243189,66.34771297731687,-25.00846385488498,,,,,
2009,ARDAHAN,3775,7033,-3258,108169,80,34.899093085819416,65.01862825763388,-30.119535171814476,-5.559285618369813,-18.64224137931034,-451.0,-2.0032110528623415,-5.111071316929497
2010,ARDAHAN,4586,6857,-2271,105454,80,43.48815597322055,65.02361219109754,-21.535456217876987,-2.502488269586234,21.48344370860926,987.0,0.007665393129974163,8.584078953937489
2011,ARDAHAN,4908,6673,-1765,107455,80,45.674933693173884,62.100414126843795,-16.425480433669907,-2.6833892372757795,7.021369385085041,506.0,-4.495594701295236,5.10997578420708
2012,ARDAHAN,4923,5986,-1063,106643,80,46.163367497163435,56.13120411091211,-9.967836613748675,-10.29521954143564,0.3056234718826323,702.0,-9.612190353093652,6.457643819921232
2013,ARDAHAN,5254,7633,-2379,102782,80,51.11790002140452,74.26397618260008,-23.14607616119554,27.514199799532246,6.723542555352435,-1316.0,32.30426348214199,-13.178239547446866
2014,ARDAHAN,5323,8033,-2710,100809,80,52.802825144580346,79.68534555446438,-26.882520409884037,5.240403511070357,1.3132851161020254,-331.0,7.300133457080515,-3.736444248688496
2015,ARDAHAN,5630,7802,-2172,99265,80,56.71686898705485,78.59769304387245,-21.88082405681761,-2.8756379932777243,5.767424384745445,538.0,-1.364934170798715,5.0016963530664285
2016,ARDAHAN,5164,6880,-1716,98335,80,52.51436416331927,69.96491584888392,-17.45055168556465,-11.817482696744419,-8.277087033747776,456.0,-10.983499465015855,4.430272371252958
2017,ARDAHAN,5284,7154,-1870,97096,80,54.42036747136854,73.67965724643652,-19.259289775067973,3.9825581395348753,2.323780015491872,-154.0,5.309434525121137,-1.808738089503322
2018,ARDAHAN,7342,6376,966,98907,80,74.23134864064222,64.46459805676038,9.766750583881828,-10.87503494548504,38.94776684330053,2836.0,-12.50692461672902,29.0260403589498
2019,ARDAHAN,5164,7028,-1864,97319,80,53.06260853481849,72.21611401679014,-19.153505481971663,10.225846925972393,-29.66494143285209,-2830.0,12.024454031660348,-28.920256065853494
2020,ARDAHAN,4085,5215,-1130,96161,80,42.48083942554673,54.23196514179345,-11.75112571624671,-25.796812749003983,-20.89465530596437,734.0,-24.90323540645707,7.4023797657249535
2021,ARDAHAN,4750,6445,-1695,94932,80,50.03581510976278,67.89070071208864,-17.854885602325876,23.585810162991372,16.279069767441868,-565.0,25.185765506714407,-6.103759886079166
2022,ARDAHAN,5391,8157,-2766,92481,80,58.293054789632464,88.20190093100204,-29.90884614136958,26.5632273079907,13.49473684210527,-1071.0,29.91749975456768,-12.053960539043704
2023,ARDAHAN,6856,6811,45,92819,80,73.86418728924035,73.3793727577328,0.4848145315075577,-16.501164643864165,27.174921164904475,2811.0,-16.805225303323688,30.393660672877136
2024,ARDAHAN,4570,6441,-1871,91354,80,50.025176784815116,70.50594391050201,-20.48076712568689,-5.432388782851271,-33.343057176196034,-1916.0,-3.915853651022083,-20.965581657194445
2008,ARTVİN,6700,8660,-1960,166584,80,40.219949094750994,51.98578494933487,-11.765835854583873,,,,,
2009,ARTVİN,6206,7547,-1341,165580,80,37.48037202560696,45.57917622901317,-8.098804203406209,-12.852193995381068,-7.37313432835821,619.0,-12.323770289446534,3.6670316511776644
2010,ARTVİN,7115,7988,-873,164759,80,43.18428735304293,48.48293568181404,-5.298648328771114,5.843381476083209,14.647115694489198,468.0,6.370802838144529,2.8001558746350943
2011,ARTVİN,7948,7948,0,166394,80,47.766145413897135,47.766145413897135,0.0,-0.5007511266900355,11.707659873506682,873.0,-1.4784382542779362,5.298648328771114
2012,ARTVİN,7286,7612,-326,167082,80,43.607330532313476,45.55846829700386,-1.9511377646903914,-4.227478610971314,-8.329139406139907,-326.0,-4.621844818675635,-1.9511377646903914
2013,ARTVİN,10053,8644,1409,169334,80,59.36787650442321,51.04704312187747,8.320833382545738,13.557540725170792,37.97694208070273,1735.0,12.047320794660177,10.27197114723613
2014,ARTVİN,9551,10187,-636,169674,80,56.290297865318195,60.0386623760859,-3.7483645107677073,17.850532161036558,-4.993534268377598,-2045.0,17.614378236836316,-12.069197893313445
2015,ARTVİN,9050,10969,-1919,168370,80,53.75066817128942,65.14818554374295,-11.397517372453526,7.676450377932653,-5.245524028897497,-1283.0,8.510388082350474,-7.649152861685819
2016,ARTVİN,8240,9283,-1043,168068,80,49.027774472237425,55.233595925458744,-6.205821453221315,-15.370589844106119,-8.950276243093924,876.0,-15.218519956518485,5.191695919232211
2017,ARTVİN,7788,10146,-2358,166143,80,46.8752821364728,61.06787526407974,-14.19259312760694,9.296563610901654,-5.485436893203888,-1315.0,10.562917805486949,-7.986771674385626
2018,ARTVİN,15934,8876,7058,174010,80,91.56945003160737,51.0085627262801,40.560887305327284,-12.517248176621331,104.59681561376475,9416.0,-16.472347358246065,54.753480432934225
2019,ARTVİN,8403,11676,-3273,170875,80,49.17629846378932,68.33065106071689,-19.15435259692758,31.54574132492114,-47.26371281536338,-10331.0,33.95917745691017,-59.715239902254865
2020,ARTVİN,6358,7801,-1443,169501,80,37.51010318523194,46.023327296004155,-8.513224110772207,-33.18773552586502,-24.336546471498277,1830.0,-32.64614549756158,10.641128486155374
2021,ARTVİN,8238,8224,14,169543,80,48.589443386043655,48.50686846404747,0.08257492199618977,5.422381745930016,29.569046870084925,1457.0,5.3962660110820515,8.595799032768397
2022,ARTVİN,9983,9879,104,169403,80,58.93047938938508,58.31655873862918,0.6139206507558899,20.124027237354092,21.182325807234758,90.0,20.223301534817683,0.5313457287597001
2023,ARTVİN,13425,10352,3073,172356,80,77.89110909977025,60.06173269279862,17.829376406971615,4.787934001417149,34.47861364319343,2969.0,2.99258734040051,17.215455756215725
2024,ARTVİN,7670,10400,-2730,169280,80,45.30954631379962,61.43667296786389,-16.127126654064273,0.46367851622874934,-42.86778398510243,-5803.0,2.289211804957003,-33.95650306103589
2008,AYDIN,34375,25577,8798,965500,80,35.60331434489902,26.490937338166756,9.112377006732263,,,,,
2009,AYDIN,28524,27640,884,979155,80,29.1312407126553,28.22842144502147,0.9028192676338271,8.0658404034875,-17.02109090909091,-7914.0,6.55878682084774,-8.209557739098436
2010,AYDIN,29971,29923,48,989862,80,30.277957937571095,30.22946632964999,0.04849160792110416,8.259768451519545,5.072921048941237,-836.0,7.088759421159319,-0.854327659712723
2011,AYDIN,32077,31056,1021,999163,80,32.103870939976765,31.082015647096622,1.0218552928801405,3.7863850549744393,7.026792566147266,973.0,2.820259240271228,0.9733636849590364
2012,AYDIN,32412,29623,2789,1006541,80,32.20137083337887,29.430495131345864,2.770875702033002,-4.6142452344152485,1.0443620039280566,1768.0,-5.313427978745089,1.7490204091528616
2013,AYDIN,34688,32338,2350,1020957,80,33.97596568709554,31.67420371279104,2.3017619743045006,9.165175708064677,7.022090583734419,-439.0,7.623754107539438,-0.4691137277285016
2014,AYDIN,45842,32396,13446,1041979,80,43.99512850067036,31.09083772321707,12.904290777453289,0.17935555692991656,32.15521217712176,11096.0,-1.8417700247927216,10.602528803148788
2015,AYDIN,42743,37689,5054,1053506,80,40.57214671772159,35.774831847184544,4.797314870537045,16.338436844054826,-6.760176257580386,-8392.0,15.06551275866621,-8.106975906916244
2016,AYDIN,40363,33119,7244,1068260,80,37.78387283994533,31.00275213899238,6.781120700952952,-12.125553875135985,-5.568163208010668,2190.0,-13.339209331790958,1.983805830415907
2017,AYDIN,41352,35339,6013,1080839,80,38.25916718401168,32.695896428607774,5.563270755403904,6.703100939038009,2.4502638555112366,-1231.0,5.46127092854416,-1.2178499455490481
2018,AYDIN,47005,36462,10543,1097746,80,42.81955935161686,33.215333966145174,9.604225385471684,3.177792240867028,13.67043915650996,4530.0,1.5886933660669067,4.04095463006778
2019,AYDIN,40439,36180,4259,1110972,80,36.39965723708608,32.566077272874566,3.8335799642115194,-0.773407931545167,-13.96872673119881,-6284.0,-1.954689644043217,-5.7706454212601646
2020,AYDIN,35455,30996,4459,1119084,80,31.682161482069265,27.69765272311998,3.984508758949284,-14.328358208955228,-12.324736022156824,200.0,-14.949373573493506,0.15092879473776444
2021,AYDIN,46485,37246,9239,1134031,80,40.99094292836792,32.843899329030684,8.147043599337232,20.163892115111626,31.109857565928635,4780.0,18.580082064553416,4.1625348403879485
2022,AYDIN,45705,36499,9206,1148241,80,39.80436162791609,31.78688097707711,8.017480650838978,-2.0055844922944766,-1.6779606324620833,-33.0,-3.2183095599104927,-0.12956294849825412
2023,AYDIN,52916,41605,11311,1161702,80,45.55040793594226,35.81383177441374,9.736576161528516,13.989424367790892,15.777267257411665,2105.0,12.668593688826025,1.719095510689538
2024,AYDIN,40849,35832,5017,1165943,80,35.035160380910554,30.732205605248286,4.3029547756622755,-13.875736089412328,-22.8040668228891,-6294.0,-14.18900440805636,-5.433621385866241
2008,AĞRI,12195,27450,-15255,532180,80,22.915179074749144,51.580292382276674,-28.665113307527527,,,,,
2009,AĞRI,12115,22613,-10498,537665,80,22.532617894041827,42.05778691192471,-19.52516901788288,-17.62112932604736,-0.6560065600656029,4757.0,-18.461518984378543,9.139944289644646
2010,AĞRI,14950,22966,-8016,542022,80,27.581906269487217,42.37097387190926,-14.789067602422042,1.5610489541414196,23.400742880726376,2482.0,0.7446586779290332,4.736101415460839
2011,AĞRI,15508,25182,-9674,555479,80,27.91824713445513,45.33384700411717,-17.415599869662042,9.649046416441687,3.732441471571901,-1658.0,6.992695379541924,-2.62653226724
2012,AĞRI,12856,27984,-15128,552404,80,23.27282206501039,50.65857596976126,-27.38575390475087,11.12699547295688,-17.100851173587827,-5454.0,11.745592570514706,-9.970154035088829
2013,AĞRI,14725,28477,-13752,551177,80,26.715555982923817,51.66579882687412,-24.95024284395031,1.7617209834190906,14.537958929682638,1376.0,1.9882573440558104,2.435511060800561
2014,AĞRI,14480,30995,-16515,549435,80,26.354345827986933,56.4124964736502,-30.05815064566327,8.842223548828887,-1.6638370118845502,-2763.0,9.187311054033431,-5.107907801712962
2015,AĞRI,16597,32174,-15577,547210,80,30.330220573454433,58.79644012353576,-28.466219550081323,3.80383932892403,14.620165745856362,938.0,4.225914112840368,1.5919310955819483
2016,AĞRI,14306,30811,-16505,542255,80,26.38242155443472,56.82013075029276,-30.437709195858037,-4.2363399017840475,-13.803699463758512,-928.0,-3.3612738612926574,-1.971489645776714
2017,AĞRI,15088,32479,-17391,536285,80,28.134294265176166,60.562946940526025,-32.42865267534986,5.4136509688098355,5.466237942122176,-886.0,6.587130548294229,-1.990943479491822
2018,AĞRI,20091,29482,-9391,539657,80,37.22920299375344,54.630997096303766,-17.401794102550323,-9.227500846700941,33.158801696712615,8000.0,-9.794684941681497,15.026858572799537
2019,AĞRI,16342,28158,-11816,536199,80,30.477490633141798,52.514085255660675,-22.03659462251888,-4.490875788616789,-18.66009656064904,-2425.0,-3.874928068604333,-4.634800519968557
2020,AĞRI,14626,24353,-9727,535435,80,27.31610746402458,45.4826449522351,-18.16653748821052,-13.513033596136093,-10.500550728185043,2089.0,-13.389627314640562,3.870057134308361
2021,AĞRI,14858,34800,-19942,524644,80,28.320156143975723,66.3306928126501,-38.010536668674376,42.898205559889945,1.586216327088752,-10215.0,45.83736913785286,-19.843999180463857
2022,AĞRI,16871,37676,-20805,510626,80,33.039837376083476,73.78394362997575,-40.744106253892284,8.264367816091944,13.548256831336648,-863.0,11.23650379829022,-2.733569585217907
2023,AĞRI,23324,30696,-7372,511238,80,45.62258674042227,60.04248510478485,-14.419898364362586,-18.526382843189293,38.24906644537964,13433.0,-18.623914430629917,26.324207889529696
2024,AĞRI,14411,30970,-16559,499801,80,28.833475723337887,61.96466193545031,-33.13118621211242,0.8926244461819222,-38.213856971359974,-9187.0,3.2013612149978776,-18.71128784774983
2008,BALIKESİR,37407,31129,6278,1130276,80,33.09545633102003,27.541060767458568,5.554395563561466,,,,,
2009,BALIKESİR,33275,31291,1984,1140085,80,29.1864203107663,27.44619918690273,1.7402211238635716,0.5204150470622171,-11.046060897692945,-4294.0,-0.3444369167796224,-3.8141744396978945
2010,BALIKESİR,36784,35162,1622,1152323,80,31.92160531378789,30.514013865903916,1.4075914478839702,12.370969288293754,10.545454545454547,-362.0,11.177557439228746,-0.33262967597960147
2011,BALIKESİR,37143,36638,505,1154314,80,32.17755307481326,31.7400637954664,0.4374892793468675,4.197713440646145,0.9759678120922155,-1117.0,4.017989684839396,-0.9701021685371027
2012,BALIKESİR,34922,35315,-393,1160731,80,30.086212912380216,30.424792652216578,-0.33857973983636175,-3.6110049675200595,-5.97959238618313,-898.0,-4.143883111658053,-0.7760690191832292
2013,BALIKESİR,38710,39688,-978,1162761,80,33.29145026363974,34.13255174537157,-0.8411014817318434,12.382840152909536,10.847030525170375,-585.0,12.186637179546622,-0.5025217418954817
2014,BALIKESİR,57551,39918,17633,1189057,80,48.40053925085173,33.57114082840436,14.829398422447367,0.5795202580124892,48.67217773185224,18611.0,-1.6447962084854661,15.670499904179211
